text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
"they like it, they don't.",surprise,fear,confusion,neutral,mild,mild,False,False,True,False
My goal now is just to survive.,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
I'm gonna try to like climb on top,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
when there's just fewer girls.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Lady!,surprise,happiness,surprise,neutral,mild,mild,False,False,True,False
"1, 2, 3, go.",happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
I like the energy.,happiness,fear,approval,neutral,moderate,mild,False,False,False,False
Yes!,happiness,neutral,excitement,neutral,moderate,mild,False,False,False,False
I don't think I can win Best Photographer.,sadness,fear,disappointment,neutral,mild,mild,False,False,True,False
"I see Heidi do it really, really well.",happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
Beautiful.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
That one's beautiful.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
"She's like a stallion,",happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
like a galloping stallion in this one.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
That's amazing.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
I'm getting great feedback at this moment.,happiness,happiness,joy,neutral,moderate,mild,True,False,False,False
Whoa!,surprise,happiness,surprise,neutral,moderate,mild,False,False,False,False
"If I trip and it's a good picture,",happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
it will be worth it.,happiness,fear,optimism,neutral,mild,mild,False,False,True,False
"Nice, I like that!",happiness,fear,approval,neutral,moderate,mild,False,False,False,False
Thank you so much.,happiness,fear,gratitude,neutral,moderate,mild,False,False,False,False
I'm so happy I'm before Veronica.,happiness,happiness,relief,neutral,moderate,mild,True,False,False,False
"Photo shoot is more my thing,",happiness,fear,pride,neutral,moderate,mild,False,False,False,False
so she can learn from me.,happiness,fear,pride,neutral,mild,mild,False,False,True,False
"Okay, ready, 1, 2, 3, go.",happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
"Very chin down right now, okay?",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
It's making you look very angry.,disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
Try to relax your jaw a little bit.,happiness,fear,caring,neutral,mild,mild,False,False,True,False
"Use your arms, change the angle of the face.",happiness,fear,caring,neutral,mild,mild,False,False,True,False
"When I remember to put my chin up,",surprise,fear,confusion,neutral,mild,mild,False,False,True,False
I forget about the mouth.,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
And then when I remember the chin and the mouth,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
I comment about the eyes.,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
There's always something.,anger,fear,annoyance,neutral,mild,mild,False,False,True,False
"1, 2, 3, and go.",happiness,fear,excitement,neutral,mild,mild,False,False,True,False
"Yes, there you go.",happiness,fear,approval,neutral,moderate,mild,False,False,False,False
Chicken!,surprise,happiness,surprise,neutral,mild,mild,False,False,True,False
I'm feeling very hot in the jacket.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
It's really constricting my movements as well.,anger,fear,annoyance,neutral,mild,mild,False,False,True,False
"Where are you going, honey?",happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
Tame the hands.,happiness,fear,caring,neutral,mild,mild,False,False,True,False
You can have a trail behind you,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"to give it a little bit more length,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
but don't bring it up too much.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
You look like Lady Gaga.,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
"Yes, yes, yes, good.",happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
Let's try jumping in.,happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
"Good, a little bit less.",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"Okay, 1, 2, 3, go.",happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
Almost.,sadness,neutral,disappointment,neutral,mild,mild,False,False,True,False
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Everyone set such a high bar,",fear,fear,nervousness,neutral,moderate,mild,True,False,False,False
"and I was just like, oh, shit, crap, okay.",surprise,happiness,surprise,neutral,mild,mild,False,False,True,False
Watch that duck face.,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
"Careful of your eyes, you're looking really bug-eyed.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
So my confidence kind of just went...,sadness,fear,disappointment,neutral,moderate,mild,False,False,False,False
"Keep doing what you're doing with your body,",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
but your head needs to come forward.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Yes, better, better, much better.",happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
That one's amazing.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
When I finally got into the momentum,happiness,fear,relief,neutral,mild,mild,False,False,True,False
"and when I finally got what they were asking for,",surprise,happiness,realization,neutral,mild,mild,False,False,True,False
it was kind of too late.,sadness,fear,disappointment,neutral,mild,mild,False,False,True,False
"Well done, Veronica!",happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
"Between me and Valerie, it's really complicated",surprise,fear,confusion,neutral,mild,mild,False,False,True,False
because we're twins.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"It's a competition, but we're still connected, right?",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"So I want her to do good, but I want to do better.",happiness,happiness,desire,neutral,moderate,mild,True,False,False,False
"3, 2, 1, go.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Nice, that was a nice shape there.",happiness,fear,approval,neutral,mild,mild,False,False,True,False
That was amazing.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
"3, go.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
It's hard to tell if you're smiling or not.,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
"The pose is good,",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
I just have to pay more attention up here.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
So I do like...,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
To loosen up.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I really enjoyed the photo shoot.,happiness,happiness,joy,neutral,moderate,mild,True,False,False,False
"Last frame, you are done.",happiness,fear,relief,neutral,mild,mild,False,False,True,False
Good job.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
Cindy!,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I don't have much experience of taking photo shoots.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"I have a lot of thoughts,",happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
I have many plans for different kinds of posing.,happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
A little bit more energy in your face.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Once I step on the set, all the plans just deleted.",anger,happiness,annoyance,neutral,moderate,mild,False,False,False,False
"Right now, your outfit, everything is so dramatic,",happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
but your face is still too sweet.,disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
"I need more fierce, okay?",happiness,fear,desire,neutral,moderate,mild,False,False,False,False
"Well, give me a fierce, give me like you're angry.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
That's angry?,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
More angry.,anger,fear,anger,neutral,mild,mild,False,False,True,False
I thought I can be fierce.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Show me happy.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Happy.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Serious.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Angry.,anger,happiness,anger,neutral,mild,mild,False,False,True,False
Your face did not change from serious to angry at all.,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
"Obviously, it's not working.",sadness,fear,disappointment,neutral,moderate,mild,False,False,False,False
Let's do some other emotions.,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
"What are you doing, Cindy?",surprise,fear,confusion,neutral,mild,mild,False,False,True,False
"Sorry, not you.",fear,fear,embarrassment,neutral,mild,mild,True,False,True,False
This is so awkward and embarrassing.,fear,fear,embarrassment,neutral,moderate,mild,True,False,False,False
I put that embarrassing thing aside,happiness,fear,relief,neutral,mild,mild,False,False,True,False
and then focus on my photo shoot.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Yes.,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"Change, good.",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"Okay, last one, walk across here, look back.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Nice.,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
All right.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Maureen.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Let's go.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Because you're quite little,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Lean towards the camera a little bit and relax your neck.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
It's just the beginning,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"and the judges already have to help me a lot,",fear,happiness,nervousness,neutral,moderate,mild,False,False,False,False
so I feel pressured.,fear,fear,nervousness,neutral,moderate,mild,True,False,False,False
I liked your attitude on the catwalk.,happiness,fear,approval,neutral,mild,mild,False,False,True,False
"Where's that attitude today, girlfriend?",sadness,fear,disappointment,neutral,mild,mild,False,False,True,False
It's so hard.,anger,fear,annoyance,neutral,moderate,mild,False,False,False,False
I have no idea what I'm doing.,surprise,fear,confusion,neutral,moderate,mild,False,False,False,False
So let's do more where it's like...,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
"Come on, I need this shot.",fear,happiness,fear,neutral,moderate,mild,False,False,False,False
"When everything comes together, Maureen,",happiness,fear,optimism,neutral,mild,mild,False,False,True,False
you look spectacular.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
"Alicia, your time starts now.",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Damn, girl.",happiness,fear,admiration,neutral,mild,mild,False,False,True,False
"Jump off the bridge, please.",surprise,fear,confusion,neutral,moderate,mild,False,False,False,False
Stay on the bridge.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
So I come in with too much energy.,surprise,fear,realization,neutral,mild,mild,False,False,True,False
A lot of them are booty shots.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I don't know.,surprise,fear,confusion,neutral,mild,mild,False,False,True,False
"That's an impression for sure,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"but good impression, bad impression.",surprise,happiness,confusion,neutral,mild,mild,False,False,True,False
30 seconds.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
At least I followed the brief.,happiness,fear,relief,neutral,mild,mild,False,False,True,False
"Layla, you have 10 minutes.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
A little bit more energy.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
You just need to time that by 100.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"2, 3.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
She's not even trying at all.,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
It's a competition.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Your nerves are like...,fear,fear,nervousness,neutral,mild,mild,True,False,True,False
A little bit of variation.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Move your arms around.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
We've got that one.,happiness,fear,approval,neutral,mild,mild,False,False,True,False
You okay honey?,happiness,fear,caring,neutral,moderate,mild,False,False,False,False
"This is like my first time, so",fear,fear,nervousness,neutral,mild,mild,True,False,True,False
"I just feel like, I don't know.",surprise,fear,confusion,neutral,moderate,mild,False,False,False,False
This is a competition.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
We're supposed not to break down,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
"the very first time, right?",fear,fear,nervousness,neutral,mild,mild,True,False,True,False
"If Layla cannot take in the first week,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
how about the next week and the next week?,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
"Hey, do you not want to be here?",happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
Layla? What's going on?,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
I don't know.,surprise,fear,confusion,neutral,moderate,mild,False,False,False,False
It's just this thing that comes over.,surprise,fear,confusion,neutral,moderate,mild,False,False,False,False
Do you want,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
to be here?,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
"Let me hear you say, I want to be here.",happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
"Please, that's what I want to hear you say.",happiness,fear,desire,neutral,moderate,mild,False,False,False,False
I don't know what to say.,surprise,fear,confusion,neutral,moderate,mild,False,False,False,False
You can't answer me?,anger,fear,annoyance,neutral,moderate,mild,False,False,False,False
Do you want to try again?,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
No?,sadness,happiness,disappointment,neutral,mild,mild,False,False,True,False
I'm sorry to hear that.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Two, you're up.",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Ready, one, two, three, go.",happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
Wow.,surprise,neutral,surprise,neutral,mild,mild,False,False,True,False
That was really cool.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
Whoa.,surprise,neutral,surprise,neutral,mild,mild,False,False,True,False
When I focus,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"in the shoes,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I really forget anything about me.,happiness,fear,relief,neutral,mild,mild,False,False,True,False
Wait.,surprise,neutral,surprise,neutral,mild,mild,False,False,True,False
Only a few instances,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"where you get to tell a photographer,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"wait, we'll give you this one.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"When I jump,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
I need to wait to get the energy,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
to do it again.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Go.,happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,neutral,mild,mild,True,False,True,False
"One, two,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"three, go.",happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
You tell me when I,fear,fear,nervousness,neutral,mild,mild,True,False,True,False
go. You tell me.,fear,fear,nervousness,neutral,mild,mild,True,False,True,False
It got a bit tense when two were shooting.,fear,fear,nervousness,neutral,moderate,mild,True,False,False,False
Every professional knows that,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
when you,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
are a bit too firm over and over,disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
"again with someone,",disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
it might look rude.,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
"When he's ready,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
you need to be ready too.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Dorothy,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel like you have the same issue as Cindy.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"You both have gorgeous, sweet faces.",happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
I need some more fierceness.,happiness,fear,desire,neutral,moderate,mild,False,False,False,False
This competition for model,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
is not for,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"hot girl, not for beautiful thing.",disgust,happiness,disapproval,neutral,mild,mild,False,False,True,False
It's not,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
because you cannot do it.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
So after talking to,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"two, I think that",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
I feel so much better,happiness,fear,relief,neutral,moderate,mild,False,False,False,False
and I want to continue this.,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
I want to continue,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
running in this competition.,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
So I heard you're going to give it another go.,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
I'm so proud of you.,happiness,happiness,pride,neutral,moderate,mild,True,False,False,False
Don't be sorry if you don't do it again.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Let's go. You've got three minutes.,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
Let's go.,happiness,fear,excitement,neutral,mild,mild,False,False,True,False
"One, two, three, go.",happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
Energy is amazing.,happiness,fear,excitement,neutral,moderate,mild,False,False,False,False
"You don't have to do much, girl.",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
You look like you're jumping already,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
because you're so tall and skinny.,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
"Three, go.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"One, two, three, go.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
I feel my mind is clearer now.,happiness,fear,relief,neutral,moderate,mild,False,False,False,False
Turn your face a little bit this way.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"If I'm running for the competition still,",happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
I would try my best,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
and continue to run,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
for this competition.,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
Time's up. Good job.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"Welcome, ladies,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
to your very first elimination.,fear,fear,nervousness,neutral,moderate,mild,True,False,False,False
To say this week has been eventful,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
would be an understatement.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Now, before we determine",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
who's moving on,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
"and who's moving out,",happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
let me first introduce you to your judges.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"First up, the ever-radiant",happiness,fear,admiration,neutral,mild,mild,False,False,True,False
"model, actress, and Miss Universe",happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
"2015, Pia Wurtzbach.",happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
"Hi, girls.",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
He was your photographer,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"for your very first photo challenge,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Joel Lim.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Ladies.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"And let's not forget your model mentor,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Hey, girls.",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Now, ladies, each of you standing here",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
before us was hand-picked from,happiness,fear,pride,neutral,mild,mild,False,False,True,False
all across Asia.,happiness,fear,pride,neutral,mild,mild,False,False,True,False
You're here because we believe that each and,happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
every single one of you has a very good chance,happiness,fear,optimism,neutral,moderate,mild,False,False,False,False
of winning this.,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
"And on that note, let's get to your prizes.",happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
The winner of Asia's Next Top Model,happiness,happiness,excitement,neutral,strong,mild,True,False,False,False
will be driving home a brand-new,happiness,fear,excitement,neutral,moderate,mild,False,False,False,False
Subaru Impreza.,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
She will feature in a fashion spread and rock,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
the cover of Nylon Singapore.,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
And she will head to Europe for a chance,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
to be represented by one of the world's biggest,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
"modeling agencies, Storm Model",happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
"Management, joining the likes of Kate Moss",happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
and Cara Delevingne.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
"Now, this season, we will be combining your",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
challenge scores to your photoshoot,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
scores in order to determine who stays,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
and who goes.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Are you ready, ladies?",happiness,fear,excitement,neutral,mild,mild,False,False,True,False
Let's get started.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Can we have Alicia, please?",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Well, let's take a look at your shot.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
You came on,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
with so much energy,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
that at times you seem,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
completely out of control.,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
I love your look.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
You have a masculinity about you,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
which can be your strength,happiness,fear,approval,neutral,mild,mild,False,False,True,False
if you use it right.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Angelica, please.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Your face is just,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
a bit dead. It's not really smiling.,sadness,fear,disappointment,neutral,moderate,mild,False,False,False,False
It's not really high fashion.,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
You let your nerves get the better of you.,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
I feel like this was a lucky,disgust,happiness,disapproval,neutral,mild,mild,False,False,True,False
shot for you.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
I love the shot from the head down.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
Your eyes are,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
almost dead. You're still so,sadness,fear,disappointment,neutral,moderate,mild,False,False,False,False
young and that's why you're not,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
being able to translate other,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
emotions other than your typical,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"sweet, your safe zone. Heidi.",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Looking at you right now, you look so sweet.",happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
And then I look at this one and you just have,surprise,fear,surprise,neutral,mild,mild,False,False,True,False
so much emotion,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
going through this photo.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"If you keep this up, you could be a dark horse in the",happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
competition. Thank you so much.,happiness,happiness,gratitude,neutral,mild,mild,True,False,True,False
"Well done, Heidi. Next, can we have Clara, please?",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"You're daddy's little girl,",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
aren't you?,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Yes, you are.",neutral,fear,neutral,neutral,mild,mild,False,True,True,False
You are. He gives you,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
everything you want. You're spoiled,disgust,fear,disapproval,neutral,moderate,mild,False,False,False,False
but you're cheeky about it.,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
And that kind of works in this picture.,happiness,fear,approval,neutral,mild,mild,False,False,True,False
You're running away,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
but you're looking back.,happiness,fear,curiosity,neutral,mild,mild,False,False,True,False
You're kind of acting coy but you're leading us on.,happiness,happiness,amusement,neutral,mild,mild,True,False,True,False
I really like it.,happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
It's very unexpected from the brief,surprise,fear,surprise,neutral,mild,mild,False,False,True,False
and I like the unexpected. Dorothy.,happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
You're also another sweet,happiness,happiness,admiration,neutral,mild,mild,True,False,True,False
face. We need a little bit more attitude,disgust,happiness,disapproval,neutral,mild,mild,False,False,True,False
from you. We need fierce.,happiness,happiness,desire,neutral,moderate,mild,True,False,False,False
I feel like I've seen this post,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
a lot of times before.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
You have a gorgeous face and this,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
photo doesn't do,sadness,fear,disappointment,neutral,mild,mild,False,False,True,False
justice. Jenica.,sadness,happiness,disappointment,neutral,mild,mild,False,False,True,False
It's not my favorite photo.,disgust,fear,disapproval,neutral,mild,mild,False,False,True,False
This is one,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
of very few,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
that you're actually in frame.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Photographing you was like,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
me trying to give you a high five,happiness,fear,amusement,neutral,mild,mild,False,False,True,False
but then it turns really awkward and we miss.,fear,fear,embarrassment,neutral,mild,mild,True,False,True,False
"We have to work together, alright?",happiness,fear,caring,neutral,moderate,mild,False,False,False,False
To sync up our timings.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
"Thank you. Can we have Leila, please?",happiness,happiness,gratitude,neutral,mild,mild,True,False,True,False
This,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"photo, it's stunning",happiness,fear,admiration,neutral,moderate,mild,False,False,False,False
but the process getting there,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
was very arduous.,anger,fear,annoyance,neutral,mild,mild,False,False,True,False
I just want to shake you right now,anger,fear,annoyance,neutral,moderate,mild,False,False,False,False
because I don't think you know how good you are.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
The biggest,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
critic is yourself.,surprise,happiness,realization,neutral,mild,mild,False,False,True,False
That's the only thing,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
standing in your way.,surprise,fear,realization,neutral,mild,mild,False,False,True,False
"Thank you,",happiness,neutral,gratitude,neutral,mild,mild,False,False,True,False
Leila.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I love your face. I can imagine,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
