Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:05:49,000","00:05:51,000",خلاص نقفل الموضوع ده لو سمحت,خلاص نقفل الموضوع ده لو سمحت,خلاص نقفل الموضوع ده لو سمحت,annoyance,mild
"00:05:51,000","00:05:52,000",هاي مشكلة كبيرة صراحة,هاي مشكلة كبيرة صراحة,"Hi, a big problem, frankly",annoyance,moderate
"00:05:53,000","00:05:55,000",إيش الred flags اللي عندك على الشاب؟,إيش الred flags اللي عندك على الشاب؟,What is the Red Flags you have on the young man?,curiosity,mild
"00:05:55,000","00:05:57,000",إنه حد يعلق على شكل حد,إنه حد يعلق على شكل حد,It is an end to an end,neutral,neutral
"00:05:57,000","00:05:58,000",أوف,أوف,Off,neutral,neutral
"00:05:58,000","00:06:00,000",طب أنا هذا اللي سويته قبل شوي؟,طب أنا هذا اللي سويته قبل شوي؟,طب أنا هذا اللي سويته قبل شوي؟,confusion,mild
"00:06:00,000","00:06:01,000",أوه بالزبط,أوه بالزبط,"Oh, with the dumbbell",neutral,neutral
"00:06:01,000","00:06:02,000",بس إنتي فهمتيني غلط,بس إنتي فهمتيني غلط,But you understood me wrong,neutral,neutral
"00:06:02,000","00:06:02,000",ما يصحش,ما يصحش,What is awake,confusion,mild
"00:06:02,000","00:06:04,000",لازم تعطيني مجال إني أشرح,لازم تعطيني مجال إني أشرح,You have to give me a field that I explain,neutral,neutral
"00:06:04,000","00:06:07,000",فكرة البلاين ديت شو إن إحنا نعرف بعد,فكرة البلاين ديت شو إن إحنا نعرف بعد,The idea of ​​the plain Diet Show is that we know yet,curiosity,mild
"00:06:07,000","00:06:08,000",من غير seeing each other,من غير seeing each other,Without seeing each other,neutral,neutral
"00:06:08,000","00:06:10,000",فأنت قسرت الموضوع وبوم,فأنت قسرت الموضوع وبوم,You enriched the topic and an album,approval,mild
"00:06:10,000","00:06:11,000",إنت تخينة؟,إنت تخينة؟,Are you betrayal?,curiosity,mild
"00:06:11,000","00:06:14,000",يا سارة أنا آسف بس يعني ممكن عشان البلاين ديت مش بتعود,يا سارة أنا آسف بس يعني ممكن عشان البلاين ديت مش بتعود,يا سارة أنا آسف بس يعني ممكن عشان البلاين ديت مش بتعود,neutral,neutral
"00:06:14,000","00:06:16,000",بدك تمشي لي الموضوع شوي,بدك تمشي لي الموضوع شوي,You want to walk the topic to me,curiosity,mild
"00:06:16,000","00:06:17,000",لا خلاص ما فيش مشكلة يا حسن,لا خلاص ما فيش مشكلة يا حسن,"No salvation, there is no problem, good",relief,mild
"00:06:17,000","00:06:19,000",دي green flag أعتذر,دي green flag أعتذر,De Green Flag I apologize,neutral,neutral
"00:06:19,000","00:06:19,000",أكيد؟,أكيد؟,Of course?,curiosity,mild
"00:06:19,000","00:06:20,000",أيوه,أيوه,yeah,neutral,neutral
"00:06:20,000","00:06:21,000",يعني أنا مفتش بالred flags,يعني أنا مفتش بالred flags,"I mean, I am an inspector of Red Flags",pride,mild
"00:06:21,000","00:06:23,000",نص نص مش قادرة أقول لك أوه,نص نص مش قادرة أقول لك أوه,Text text is not able to tell you oh,confusion,mild
"00:06:23,000","00:06:24,000",هلأ بنصلحها,هلأ بنصلحها,Should we fix it,curiosity,mild
"00:06:24,000","00:06:25,000",خلاص ونطلع,خلاص ونطلع,Salvation and we look,neutral,neutral
"00:06:25,000","00:06:27,000",بعدين أنا بلشت أحب مصر يا سارة يعني صراحة,بعدين أنا بلشت أحب مصر يا سارة يعني صراحة,"After that, I love Egypt, Sarah, I mean, frankly",love,mild
"00:06:27,000","00:06:27,000",بجد؟,بجد؟,seriously?,curiosity,mild
"00:06:27,000","00:06:28,000",آه,آه,Oh,surprise,mild
"00:06:28,000","00:06:29,000",إيه أكتر حاجة عجبك؟,إيه أكتر حاجة عجبك؟,What do you like?,curiosity,mild
"00:06:29,000","00:06:30,000",القاهرة بتجنن,القاهرة بتجنن,Cairo is crazy,amusement,moderate
"00:06:30,000","00:06:32,000",وناسها بتجننوا,وناسها بتجننوا,And its people crazy,amusement,moderate
"00:06:32,000","00:06:34,000",طيب يعني ممكن إنتي تحبيبيني أكتر بمصر؟,طيب يعني ممكن إنتي تحبيبيني أكتر بمصر؟,"Ok, I mean, can you love me more in Egypt?",curiosity,mild
"00:06:34,000","00:06:35,000",يعني هنشوف الموضوع ده,يعني هنشوف الموضوع ده,يعني هنشوف الموضوع ده,neutral,neutral
"00:06:35,000","00:06:36,000",hopefully,hopefully,hopefully,optimism,mild
"00:06:37,000","00:06:39,000",طيب بقول لك إيه يا سارة,طيب بقول لك إيه يا سارة,"Ok, by telling you, Sarah",neutral,neutral
"00:06:39,000","00:06:40,000",نعم يا حسن,نعم يا حسن,"Yes, good",approval,mild
"00:06:40,000","00:06:41,000",عطيتني rate منيح؟,عطيتني rate منيح؟,You gave me a rit?,confusion,mild
"00:06:41,000","00:06:42,000",بصراحة نص نص,بصراحة نص نص,Frankly text text,neutral,neutral
"00:06:42,000","00:06:43,000",فيه حاجات اتفقنا فيها,فيه حاجات اتفقنا فيها,فيه حاجات اتفقنا فيها,neutral,neutral
"00:06:43,000","00:06:45,000",وفيه حاجات اختلفنا فيها,وفيه حاجات اختلفنا فيها,وفيه حاجات اختلفنا فيها,neutral,neutral
"00:06:45,000","00:06:46,000",بس دي أول segment يعني,بس دي أول segment يعني,But this is the first segment,neutral,neutral
"00:06:46,000","00:06:48,000",فممكن درجاتك تتحسن على آخر,فممكن درجاتك تتحسن على آخر,It is possible for your degrees to improve over another,optimism,mild
"00:06:48,000","00:06:50,000",أنا عطيتك rate جيد,أنا عطيتك rate جيد,I gave you a good Rate,approval,mild
"00:06:50,000","00:06:51,000",ماشي أما نشوف,ماشي أما نشوف,"Walk, we see",neutral,neutral
"00:07:01,000","00:07:03,000",أوكي أنا صراحة حاس حاليا شوي,أوكي أنا صراحة حاس حاليا شوي,"OK, I am frankly",neutral,neutral
"00:07:03,000","00:07:05,000",عم بكون زنخ شوي,عم بكون زنخ شوي,Uncle be a grill,neutral,neutral
"00:07:05,000","00:07:05,000",بترشيني زنخ؟,بترشيني زنخ؟,Btchini Zanh?,confusion,mild
"00:07:06,000","00:07:07,000",لا دي كلمة جديدة عليا,لا دي كلمة جديدة عليا,No new word is up to me,confusion,mild
"00:07:07,000","00:07:08,000",زنخ يعني بايخ,زنخ يعني بايخ,Zanhi means tick,neutral,neutral
"00:07:08,000","00:07:09,000",بايخ؟,بايخ؟,vapid?,confusion,mild
"00:07:09,000","00:07:10,000",أه,أه,Yes,neutral,neutral
"00:07:10,000","00:07:10,000",معرفوش,معرفوش,Known,neutral,neutral
"00:07:10,000","00:07:12,000",حسن إني سمعتها من مصري,حسن إني سمعتها من مصري,Hassan I heard it from an Egyptian,neutral,neutral
"00:07:12,000","00:07:14,000",تعرف يا هدا الزنخ تبع الساردين؟,تعرف يا هدا الزنخ تبع الساردين؟,"Do you know, this is the hook, followed the sardines?",curiosity,mild
"00:07:14,000","00:07:15,000",بين؟,بين؟,between?,confusion,mild
"00:07:15,000","00:07:16,000",من أ معرفش,من أ معرفش,From a,neutral,neutral
"00:07:16,000","00:07:17,000",هو هيك يحكو له زنخ,هو هيك يحكو له زنخ,He is a heck that tells him a tone,neutral,neutral
"00:07:17,000","00:07:19,000",إنه عم بكون تجيل دم شوي,إنه عم بكون تجيل دم شوي,إنه عم بكون تجيل دم شوي,neutral,neutral
"00:07:19,000","00:07:20,000",نحن عم نحاول نكون متفاهمين مع بعض,نحن عم نحاول نكون متفاهمين مع بعض,We are trying to be understanding with each other,caring,mild
"00:07:20,000","00:07:22,000",بتعلم تتكلم على المال,بتعلم تتكلم على المال,You learn to talk about the money,neutral,neutral
"00:07:22,000","00:07:23,000",آه,آه,Oh,surprise,mild
"00:07:23,000","00:07:23,000",والله مهم,والله مهم,God is important,neutral,neutral
"00:07:23,000","00:07:25,000",تخش في المهمة على طول,تخش في المهمة على طول,Fear in the task along,fear,mild
"00:07:25,000","00:07:26,000",سمعي مهم المصاري صراحة,سمعي مهم المصاري صراحة,Important Al -Masari explicitly,neutral,neutral
"00:07:26,000","00:07:28,000",بساعد كثير بأنه يبني شخصية الواحد,بساعد كثير بأنه يبني شخصية الواحد,I helped a lot that he builds the personality of the one,pride,mild
"00:07:28,000","00:07:29,000",يبني مستقبله,يبني مستقبله,It builds his future,optimism,mild
"00:07:29,000","00:07:32,000",حس إنه لو الإنسان,حس إنه لو الإنسان,A sense that if a person,neutral,neutral
"00:07:32,000","00:07:34,000",مكفيك مش هتبص للماديات,مكفيك مش هتبص للماديات,You will not be to the material,neutral,neutral
"00:07:34,000","00:07:36,000",بس كمان الماديات مهمة جداً يعني,بس كمان الماديات مهمة جداً يعني,"But the material is very important, I mean",realization,mild
"00:07:36,000","00:07:37,000",أكيد ما هي بتساعد برضه,أكيد ما هي بتساعد برضه,"Sure, it is helping with his consent",approval,mild
"00:07:37,000","00:07:38,000",بس إنت مثلاً شايف,بس إنت مثلاً شايف,"But you are, for example, you see",neutral,neutral
"00:07:38,000","00:07:40,000",لو إحنا على موعد,لو إحنا على موعد,If we are on a date,neutral,neutral
"00:07:40,000","00:07:42,000",شايف المفروض مين يتكفل بالموعد,شايف المفروض مين يتكفل بالموعد,I see who is supposed to take care of the appointment,curiosity,mild
"00:07:42,000","00:07:44,000",يعني أنا بالنسبة إلي أكيد الشاب,يعني أنا بالنسبة إلي أكيد الشاب,"I mean, for me, I am sure the young man",neutral,neutral
"00:07:44,000","00:07:45,000",صراحة,صراحة,Frankly,neutral,neutral
"00:07:45,000","00:07:46,000",أنا بشوف كده برضه,أنا بشوف كده برضه,I see this with his consent,neutral,neutral
"00:07:46,000","00:07:48,000",بحس إن ده تعبير عن إنه هو,بحس إن ده تعبير عن إنه هو,With a sense that this is an expression of being it,realization,mild
"00:07:48,000","00:07:49,000",شخص مسؤول,شخص مسؤول,Official,neutral,neutral
"00:07:49,000","00:07:50,000",بس كده كده هعرض,بس كده كده هعرض,But that is like that,neutral,neutral
"00:07:50,000","00:07:52,000",وكده كده لازم أرده له في يومها,وكده كده لازم أرده له في يومها,وكده كده لازم أرده له في يومها,optimism,moderate
"00:07:52,000","00:07:53,000",ممكن الأفضل بالنسبة إلي صراحة,ممكن الأفضل بالنسبة إلي صراحة,Possible best for me frankly,optimism,mild
"00:07:53,000","00:07:55,000",إنه مثلاً أنا طالعني وياكي ديت,إنه مثلاً أنا طالعني وياكي ديت,"It is, for example, I looked at me",curiosity,mild
"00:07:55,000","00:07:56,000",أكيد أنا اللي هتدفع,أكيد أنا اللي هتدفع,"Sure, I will pay",optimism,moderate
"00:07:56,000","00:07:59,000",بس ممكن أنت يكون في بالك إنه أنا جبتلك هدية,بس ممكن أنت يكون في بالك إنه أنا جبتلك هدية,But you can be in your mind that I have brought you a gift,caring,mild
"00:07:59,000","00:08:01,000",لو صغيرة أو معنوية ما عنديش مشكلة,لو صغيرة أو معنوية ما عنديش مشكلة,لو صغيرة أو معنوية ما عنديش مشكلة,caring,mild
"00:08:01,000","00:08:02,000",بس إنه هاي بشوفها إشي حلو يعني,بس إنه هاي بشوفها إشي حلو يعني,"But it is Hi, I see her sweet thing, I mean",admiration,mild
"00:08:02,000","00:08:03,000",هلأ بالزواج,هلأ بالزواج,I am married,neutral,neutral
"00:08:03,000","00:08:05,000",ما بعرف إنتوا عندكم في مصر غير عندنا,ما بعرف إنتوا عندكم في مصر غير عندنا,I do not know that you are in Egypt other than us,confusion,mild
"00:08:05,000","00:08:06,000",نص بالنص,نص بالنص,Text,neutral,neutral
"00:08:06,000","00:08:07,000",نص بالنص,نص بالنص,Text,neutral,neutral
"00:08:07,000","00:08:09,000",إحنا عندنا شاب يدفع كل حاجة,إحنا عندنا شاب يدفع كل حاجة,We have a young man who pays every need,admiration,mild
"00:08:09,000","00:08:09,000",طب حلو قوي,طب حلو قوي,Strong sweet medicine,admiration,mild
"00:08:09,000","00:08:10,000",حلو؟,حلو؟,sweet?,curiosity,mild
"00:08:10,000","00:08:10,000",برضه,برضه,His consent,neutral,neutral
"00:08:10,000","00:08:11,000",أوه والله,أوه والله,Oh God,surprise,mild
"00:08:11,000","00:08:12,000",هسألك سؤالية حسونا,هسألك سؤالية حسونا,I will ask you about the question of Hasuna,curiosity,mild
"00:08:12,000","00:08:13,000",آه حسونا حبيت,آه حسونا حبيت,"Oh Hassona, I loved",love,mild
"00:08:13,000","00:08:14,000",أيوة حسونا,أيوة حسونا,Ayou Hasuna,neutral,neutral
"00:08:14,000","00:08:16,000",والله إحنا عم نوصل مكان حلو صراحة,والله إحنا عم نوصل مكان حلو صراحة,"By God, we are not expressing a sweet place openly",embarrassment,mild
"00:08:16,000","00:08:16,000",مش حسونا بس,مش حسونا بس,مش حسونا بس,neutral,neutral
"00:08:16,000","00:08:17,000",أوف,أوف,Off,neutral,neutral
"00:08:17,000","00:08:18,000",كمان؟,كمان؟,also?,curiosity,mild
"00:08:18,000","00:08:18,000",أي,أي,any,neutral,neutral
"00:08:18,000","00:08:20,000",الأقام حتزيد كمان شوي بالراتينغ,الأقام حتزيد كمان شوي بالراتينغ,The residence will increase,optimism,mild
"00:08:20,000","00:08:21,000",أوه أنا حس كده برضه,أوه أنا حس كده برضه,"Oh, I feel like this",realization,mild
"00:08:21,000","00:08:22,000",أنا انبسطت قوي يعني,أنا انبسطت قوي يعني,"I am strong, I mean",pride,mild
"00:08:22,000","00:08:23,000",سأليني أسئلة,سأليني أسئلة,He asked me questions,curiosity,mild
"00:08:23,000","00:08:25,000",أنت قلت إنه في الكولتر بتاعت الأردن,أنت قلت إنه في الكولتر بتاعت الأردن,You said it is in the cholester,confusion,mild
"00:08:25,000","00:08:27,000",الولد هو اللي بيشيل الليلة كلها,الولد هو اللي بيشيل الليلة كلها,الولد هو اللي بيشيل الليلة كلها,admiration,moderate
"00:08:27,000","00:08:30,000",هل بعد كده بقى بعد الزواج,هل بعد كده بقى بعد الزواج,Do you stay after marriage?,curiosity,mild
"00:08:30,000","00:08:32,000",الولد برضه بيفضل يشيل الليلة,الولد برضه بيفضل يشيل الليلة,"The boy, with his consent, preferable",approval,mild
"00:08:32,000","00:08:34,000",ولا هل بتبدأ بقى الدنيا تتقسم,ولا هل بتبدأ بقى الدنيا تتقسم,And do you start the rest of the world is divided,confusion,mild
"00:08:34,000","00:08:35,000",ما بينهم هما الاتنين,ما بينهم هما الاتنين,What is between them are the two,neutral,neutral
"00:08:35,000","00:08:36,000",يعني شوفي فيه ناس,يعني شوفي فيه ناس,"I mean, see people in it",curiosity,mild
"00:08:36,000","00:08:38,000",تتفق مع بعض إنه لا,تتفق مع بعض إنه لا,It agrees with some that it does not,confusion,mild
"00:08:38,000","00:08:40,000",إحنا بعد الزواج بنصير,إحنا بعد الزواج بنصير,We are after marriage,neutral,neutral
"00:08:40,000","00:08:41,000",نتقسم إنت عليك الأكل,نتقسم إنت عليك الأكل,We divide you to eat,neutral,neutral
"00:08:41,000","00:08:43,000",أنا علي البيت,أنا علي البيت,I am at home,neutral,neutral
"00:08:43,000","00:08:45,000",والأولاد ووا ووا ووا,والأولاد ووا ووا ووا,Wallolad said,neutral,neutral
"00:08:45,000","00:08:46,000",وفيه ناس لا بيقولك أنا,وفيه ناس لا بيقولك أنا,And in it people does not say you,confusion,mild
"00:08:46,000","00:08:47,000",بحاسب كل شي,بحاسب كل شي,On everything,neutral,neutral
"00:08:47,000","00:08:48,000",أيوة أنا مش عايز أعرف عن الناس,أيوة أنا مش عايز أعرف عن الناس,"Oh, I do not want to know about people",annoyance,mild
"00:08:48,000","00:08:49,000",أنا عايز أعرف عنك أنت,أنا عايز أعرف عنك أنت,I want to know about you,curiosity,mild
"00:08:49,000","00:08:50,000",بتعرف عليك أنت,بتعرف عليك أنت,You know you,neutral,neutral
"00:08:50,000","00:08:51,000",أنا صراحة,أنا صراحة,I am frankly,neutral,neutral
"00:08:51,000","00:08:53,000",بستمتع إني أنا أدفع دائما,بستمتع إني أنا أدفع دائما,Enjoy I am always paying,pride,mild
"00:08:53,000","00:08:54,000",تستمتع؟,تستمتع؟,Enjoy?,curiosity,mild
"00:08:54,000","00:08:55,000",بستمتع,بستمتع,Enjoy,neutral,neutral
"00:08:55,000","00:08:57,000",يعني أنا بستمتع لما أنا حاسب عن الناس,يعني أنا بستمتع لما أنا حاسب عن الناس,"I mean, I am enjoying what I am computer",confusion,moderate
"00:08:57,000","00:08:59,000",يعني بحب هذا الشعور قوي,يعني بحب هذا الشعور قوي,"I mean, I love this feeling strong",joy,intense
"00:08:59,000","00:09:01,000",تستمتع بتستمتع يعني؟,تستمتع بتستمتع يعني؟,Enjoy enjoying?,curiosity,mild
"00:09:01,000","00:09:01,000",آه والله,آه والله,Oh God,surprise,moderate
"00:09:01,000","00:09:02,000",مش حجزب عليك,مش حجزب عليك,Do not reserve you,annoyance,mild
"00:09:02,000","00:09:03,000",كمان؟,كمان؟,also?,curiosity,mild
"00:09:03,000","00:09:04,000",لا والله كثير هيك,لا والله كثير هيك,"No, by God, many heck",disapproval,moderate
"00:09:04,000","00:09:05,000",طب هو بتستمتع يعني وراضي,طب هو بتستمتع يعني وراضي,Medicine is enjoying and is satisfied,approval,mild
"00:09:05,000","00:09:07,000",مش اللي هو بقى بتقفقف,مش اللي هو بقى بتقفقف,مش اللي هو بقى بتقفقف,confusion,moderate
"00:09:07,000","00:09:08,000",أنا هيدا أنا أدفع لك ده وده وده,أنا هيدا أنا أدفع لك ده وده وده,I am paying you this friendliness,caring,mild
"00:09:08,000","00:09:09,000",طب لو أنا خارجين مثلاً,طب لو أنا خارجين مثلاً,"Medicine if I am out, for example",neutral,neutral
"00:09:09,000","00:09:11,000",وصحابي البنات جم قعدوا معينا,وصحابي البنات جم قعدوا معينا,"And my daughters of the girls, they sat in a certain one",neutral,neutral
"00:09:11,000","00:09:12,000",هتدفع لهم برضه,هتدفع لهم برضه,You will pay them with his consent,neutral,neutral
"00:09:12,000","00:09:13,000",ولا هتقولهم لا حاسبوا,ولا هتقولهم لا حاسبوا,"And you will not tell them, they are not held accountable",disapproval,mild
"00:09:13,000","00:09:13,000",شيلوا سليطكوا بقى,شيلوا سليطكوا بقى,Shelua Skitua remained,confusion,moderate
"00:09:13,000","00:09:14,000",لا,لا,no,neutral,neutral
"00:09:14,000","00:09:15,000",ما أتوقعش,ما أتوقعش,I don't expect,disappointment,mild
"00:09:15,000","00:09:16,000",بس ممكن أحاسب عنك صراحة,بس ممكن أحاسب عنك صراحة,But I can be held accountable for you openly,optimism,moderate
"00:09:16,000","00:09:17,000",أكيد,أكيد,Of course,neutral,neutral
"00:09:17,000","00:09:18,000",بس مش ها,بس مش ها,Very meshes,confusion,moderate
"00:09:18,000","00:09:19,000",بس صحابي نو,بس صحابي نو,Very new companion,neutral,neutral
"00:09:19,000","00:09:19,000",بس أنا,بس أنا,But I am,neutral,neutral
"00:09:19,000","00:09:20,000",طب لو عيد ميلادي مثلاً,طب لو عيد ميلادي مثلاً,"Medicine, if my birthday, for example",neutral,neutral
"00:09:20,000","00:09:22,000",آه أكيد أنا هحاسب عن كل حاجة,آه أكيد أنا هحاسب عن كل حاجة,"Oh, I am sure, I will be held accountable for everything",nervousness,moderate
"00:09:33,000","00:09:35,000",هحوش لها بالمصري؟,هحوش لها بالمصري؟,Hahmha for her in the Egyptian?,confusion,moderate
"00:09:35,000","00:09:36,000",هتحوش لها آه,هتحوش لها آه,You will not be her ah,disapproval,mild
"00:09:36,000","00:09:37,000",هحوش لها بالمصري يعني,هحوش لها بالمصري يعني,Hosh for her in the Egyptian means,confusion,moderate
"00:09:37,000","00:09:39,000",يعني مقعد أحوش فلوس,يعني مقعد أحوش فلوس,"I mean, the seat of the monsters",confusion,moderate
"00:09:39,000","00:09:41,000",أحط فلوس فوق فلوس فوق فلوس,أحط فلوس فوق فلوس فوق فلوس,Put money over money over money,desire,moderate
"00:09:41,000","00:09:42,000",عشان أجيب لك الهداية اللي أنت عايزها,عشان أجيب لك الهداية اللي أنت عايزها,عشان أجيب لك الهداية اللي أنت عايزها,caring,moderate
"00:09:42,000","00:09:44,000",سارة أنا عندي مشكلة شوي يعني بالمصري,سارة أنا عندي مشكلة شوي يعني بالمصري,"Sarah, I have a problem, I mean, Egyptian",confusion,moderate
"00:09:44,000","00:09:45,000",فعشان هيك مش عم بفهم كل,فعشان هيك مش عم بفهم كل,فعشان هيك مش عم بفهم كل,confusion,moderate
"00:09:45,000","00:09:47,000",لا عايزي هتتعود,لا عايزي هتتعود,I don't want to get used to,neutral,neutral
"00:09:47,000","00:09:47,000",هتعوديني؟,هتعوديني؟,Will you return me?,curiosity,mild
"00:09:47,000","00:09:49,000",اللقنة سهلة بس لما تاخد عليها,اللقنة سهلة بس لما تاخد عليها,"Luqnah is easy, but when you take it",neutral,neutral
"00:09:49,000","00:09:50,000",كده كده يعني,كده كده يعني,كده كده يعني,neutral,neutral
"00:09:50,000","00:09:52,000",كده كده ده كلمتي,كده كده ده كلمتي,كده كده ده كلمتي,pride,mild
"00:09:52,000","00:09:54,000",هاي الكلمة تعلمتها جديد,هاي الكلمة تعلمتها جديد,"Hi, the word I learned new",excitement,mild
"00:09:54,000","00:09:54,000",كده كده,كده كده,That's like that,neutral,neutral
"00:09:54,000","00:09:55,000",كده كده,كده كده,That's like that,neutral,neutral
"00:09:56,000","00:09:58,000",يعني اسمها أنا ما أبقي كرات,يعني اسمها أنا ما أبقي كرات,"It means her name, I do not keep balls",confusion,moderate
"00:09:58,000","00:09:59,000",سرعة,سرعة,speed,neutral,neutral
"00:10:00,000","00:10:02,000",بالعادة أنا بحسه صعب,بالعادة أنا بحسه صعب,"Usually, I am difficult",pride,mild
"00:10:02,000","00:10:03,000",فمعطيك ريت قسطوري,فمعطيك ريت قسطوري,I give you a gastourian,neutral,neutral
"00:10:03,000","00:10:05,000",عشان أنت فيكي وأنا كمان,عشان أنت فيكي وأنا كمان,Because you are in you and I also,neutral,neutral
"00:10:05,000","00:10:06,000",هتتفاجئ,هتتفاجئ,You will be surprised,surprise,moderate
"00:10:06,000","00:10:08,000",بما أنه أنا معطيك هذا الريت معناتو,بما أنه أنا معطيك هذا الريت معناتو,Since I give you this irrigate Maanato,confusion,moderate
"00:10:08,000","00:10:09,000",إحنا عم نوصل لمكان حلو جداً,إحنا عم نوصل لمكان حلو جداً,We are reaching a very sweet place,optimism,moderate
"00:10:09,000","00:10:11,000",مع أنها كانت روف ستورت,مع أنها كانت روف ستورت,Although it was Rove Stort,neutral,neutral
"00:10:11,000","00:10:12,000",بس دلوقتي لا خلاص,بس دلوقتي لا خلاص,But now you are not salvation,disappointment,mild
"00:10:12,000","00:10:15,000",لا دلوقتي بقينا حبايب وزاز قوي,لا دلوقتي بقينا حبايب وزاز قوي,"No now, we stayed, Habayeb and Zaz, strong",pride,moderate
"00:10:15,000","00:10:16,000",يا رب نفضل كده لآخر الحلقة,يا رب نفضل كده لآخر الحلقة,"O Lord, we prefer that to the last episode",disappointment,mild
"00:10:16,000","00:10:17,000",لا لا كده هنفضل,لا لا كده هنفضل,"No, no, we will prefer",optimism,moderate
"00:10:17,000","00:10:19,000",هنكون أحسن من كده بحس,هنكون أحسن من كده بحس,We will be better than that sense,optimism,moderate
"00:10:19,000","00:10:20,000",وأنا كمان برضه,وأنا كمان برضه,I am also satisfied,neutral,neutral
"00:10:31,000","00:10:32,000",ستيك ترياكي,ستيك ترياكي,Steak Treacy,neutral,neutral
"00:10:32,000","00:10:34,000",والله وشكله زاكي قوي,والله وشكله زاكي قوي,By God and his shape Zaki is strong,admiration,moderate
"00:10:34,000","00:10:36,000",أنا مش عارفة ده تشيكن ولا شريمتة ولا إيه,أنا مش عارفة ده تشيكن ولا شريمتة ولا إيه,"I don’t know this, no church, or what",confusion,mild
"00:10:36,000","00:10:37,000",لا تشيك,لا تشيك,No Czech,neutral,neutral
"00:10:37,000","00:10:38,000",أنت بتحب الستيك؟,أنت بتحب الستيك؟,You love the steak?,curiosity,mild
"00:10:38,000","00:10:39,000",أحب الستيك جداً,أحب الستيك جداً,I love the steak very much,joy,moderate
"00:10:39,000","00:10:40,000",آه,آه,Oh,neutral,neutral
"00:10:40,000","00:10:41,000",جداً,جداً,very,neutral,neutral
"00:10:41,000","00:10:42,000",شوف لي كيه إذا إنه زاكي أو لا,شوف لي كيه إذا إنه زاكي أو لا,Look for me if it is Zaki or not,curiosity,mild
"00:10:42,000","00:10:43,000",ماشي يلا وأنا كمان هدو,ماشي يلا وأنا كمان هدو,Walk at night and I am also guided,neutral,neutral
"00:10:44,000","00:10:46,000",جداً جيد,جداً جيد,Very good,approval,mild
"00:10:46,000","00:10:48,000",حسونة أنت بتحب الليلة وكده,حسونة أنت بتحب الليلة وكده,"Hassouna, you love tonight and that",curiosity,mild
"00:10:48,000","00:10:51,000",ولا بتفضل أن أنت مثلاً تخرج في حتة هادية بقى,ولا بتفضل أن أنت مثلاً تخرج في حتة هادية بقى,"I do not prefer that you, for example, come out in Hadia",disapproval,mild
"00:10:51,000","00:10:53,000",شوفي مبدئياً أنا حسونة حبها قوي صراحة,شوفي مبدئياً أنا حسونة حبها قوي صراحة,"I see in principle, I am a sense of love, frankly, frankly",love,moderate
"00:10:53,000","00:10:54,000",بجد؟,بجد؟,seriously?,surprise,mild
"00:10:54,000","00:10:56,000",يعني آه حبيتها منك يعني,يعني آه حبيتها منك يعني,"I mean, I loved it from you, I mean",love,mild
"00:10:56,000","00:10:58,000",هيطلع معك غزل منيح,هيطلع معك غزل منيح,I will see a yarn with you,curiosity,mild
"00:10:58,000","00:10:59,000",أيوة ححاول هحاول هنشوف,أيوة ححاول هحاول هنشوف,"Oh, I will try to try to see",neutral,neutral
"00:10:59,000","00:11:00,000",شربنا في الغزل؟,شربنا في الغزل؟,We drank yarn?,confusion,mild
"00:11:00,000","00:11:01,000",معرفش هنشوف,معرفش هنشوف,I don't know we will see,neutral,neutral
"00:11:01,000","00:11:03,000",طيب أوكي هجوبك على السؤال,طيب أوكي هجوبك على السؤال,"Ok, OK, I will come to the question",neutral,neutral
"00:11:03,000","00:11:04,000",إذا كنت في الأردن مثلاً,إذا كنت في الأردن مثلاً,"If you are in Jordan, for example",neutral,neutral
"00:11:04,000","00:11:07,000",يعني بضل رايق وهادي,يعني بضل رايق وهادي,"I mean, with a stray and Hadi",neutral,neutral
"00:11:07,000","00:11:08,000",إذا طلعت برا بسافر برا,إذا طلعت برا بسافر برا,"If you go by land, travel by land",neutral,neutral
"00:11:08,000","00:11:10,000",ممكن أطلع أسهر في أماكن,ممكن أطلع أسهر في أماكن,I can see the stay in places,curiosity,mild
"00:11:10,000","00:11:11,000",أجرب أماكن جديدة,أجرب أماكن جديدة,Try new places,curiosity,mild
"00:11:11,000","00:11:14,000",أنا لازم أحكي لك شغلة عني سارة,أنا لازم أحكي لك شغلة عني سارة,I have to tell you Sarah,neutral,neutral
"00:11:14,000","00:11:15,000",أنا بقدر أصحابي كتير,أنا بقدر أصحابي كتير,I am as much as my friends,neutral,neutral
"00:11:15,000","00:11:18,000",طيب لما يبقى فيه بارتنير وأصحابك,طيب لما يبقى فيه بارتنير وأصحابك,طيب لما يبقى فيه بارتنير وأصحابك,neutral,neutral
"00:11:18,000","00:11:19,000",إزاي هتعمل توافق بينهم؟,إزاي هتعمل توافق بينهم؟,How will you work between them?,curiosity,mild
"00:11:19,000","00:11:21,000",لازم الاثنين يتوافقوا مع بعض,لازم الاثنين يتوافقوا مع بعض,The two must agree with each other,neutral,neutral
"00:11:21,000","00:11:22,000",طيب ولو لأ؟,طيب ولو لأ؟,"Ok, even if not?",curiosity,mild
"00:11:22,000","00:11:24,000",إذا ما توافقوش مشكلة,إذا ما توافقوش مشكلة,If you agree a problem,neutral,neutral
